Project ID,Project Name,Project type,Project website,Area of Society,DSI Areas,Social Impact,Technology Focus,Technology method,Timestamp ID,Date and Time
01594771-b101-5d17-48cc-bef7464cd650,Gamification and Open Badges,delivering a web service,,"work and employment, education and skills",open democracy,Recognition of informal and non-formal learning. Self-awareness.,open knowledge,online learning models and moocs,74942975-5603-3ae7-17c7-a9b3f9d9f9f1,
d7de38aa-4efc-21ff-2ccc-f477ca1f6e71,ELF@Home,advisory or expert body,,health and wellbeing,new ways of making,"The system will work as a personal trainer monitoring the physical activity of the user, generating a personalized fitness plan based on activity and self-care inputs, and verifying the right execution of this plan.",open networks,sensors and internet of things,892a3a76-052d-cd92-7461-517277306d56,
a56fdc05-f511-4b18-a2fc-eeefc0b48356,SCALE for open innovation,incubators and accelerators,,"health and wellbeing, education and skills, energy and environment",funding acceleration and incubation,#NAME?,open networks,"online learning models and moocs, social media, social networks, personal monitoring",610455c5-ffc0-1925-9404-09bdec5ba37c,
c404866b-a790-b2d7-3b22-07a723eebf5a,Innomatnet,network,,"education and skills, science, culture and arts",open access,.,"open knowledge, open networks","online learning models and moocs, social networks",2216e291-8281-142a-0944-f374796d0359,9/1/2014
082788ce-4f79-1ff4-67eb-bc104ab4ec1e,Advisory and Training Services within the Field of Social Entrepreneurship,education and training,,,funding acceleration and incubation,,,,1d5e52b6-f876-146e-41e6-1eb5077d573c,
8d87e31a-b362-a20e-6584-c61fac141983,CONFINE,research project,,"community networks, multimedia communications",open access,The Community-Lab testbed is operational with more than 100 nodes for experimentation embedded in community networks.,"open knowledge, open networks, open data","open source, open data, personal monitoring, social networks",3dd30861-f5d7-d764-64bc-197a6f60da61,
fa32dd91-fafb-107f-5ae5-b20be3fe1f9a,A Decision Support System to Manage mHealth-Based Type-2 Diabetes Treatment (mDiaSS),research project,,"health and wellbeing, science","new ways of making, awareness networks","The combined mHealth system and mDSS will enable diabetes mellitus and prediabetes patients to make optimal decisions him or herself based on novel sensor diagnostics, data transfer principles, and an exchange of experience. An optimal trade-off selection between strict medical treatment rules and patient's well-being will enhance the quality of life and foster responsible decision making and behaviour of t2dm patients.","open knowledge, open networks","social networks, mhealth, sensors and internet of things, personal monitoring",5b7d0af9-1399-de63-facd-86ff7a407c0a,12/1/2018
f057f386-bb36-b3ef-aa3d-ddda184389ef,Women Shift Digital ,education and training,,"participation and democracy, work and employment, education and skills, women in technology, gender equality, culture and arts","open access, open democracy, awareness networks","Sharing knowledge and skills to enable more women to join digital careers, through a live-stream conference, training programmes, web resources (video, reports..) social media campaign @WomenShiftDigi",open knowledge,social media,94a004c4-c970-8898-47b4-ebc62aa1c959,
698d40ba-6c1f-2ba0-5933-e56cdf9f8248,Makespace Madrid ,maker and hacker spaces,www.makespacemadrid.org,"neighbourhood regeneration, open hardware, open education, science, open source, participation and democracy, culture and arts, fablab, open innovation, work and employment, fab lab, education and skills","new ways of making, collaborative economy, funding acceleration and incubation, open democracy, open access, awareness networks","The aim of the project is to low barriers to help people in Madrid access to new technologies. A community of 70 active people, creators, artist, entrepreneurs share the space and the workshop in order to develop their projects:
 
* It offers a creative meeting point space.
* It has equipment to accelerate new projects and ideas in-situ.
* It strengthens the exchange of knowledge and technical skills.
* It enables new ways of customized production.
* It serves as a springboard for more complex projects and technology initiatives.

More than 110 people have been members in the last year and a half, and they have learnt about 3d printing, cnc, laser cutter, open design and open source tools for design. Some of them have started their startup, and some of them are students learning new things everyday. We have a wiki: wiki.makespacemadrid.org where most of the people document and share their projects. 

","open knowledge, open hardware, open networks","machine learning, crowdfunding, open source, online learning models and moocs, cnc, personal monitoring, 3d printing, online peer support, sensors and internet of things, open data, p2p   distributed exchange networks",7e4afdad-116e-ac65-6bbc-7dfe5e4a5653,
fd500a02-753e-d56e-deee-72f8f5edb180,FoodExposed,education and training,,"energy and environment, education and skills, science, health and wellbeing","awareness networks, open access","75,000-90,000 people on a weekly basis through social media engagement. Evidence is based on statistical tracking of social media engagement.","open knowledge, open data","online peer support, social networks, open data, social media",7673b38b-7c0a-224c-608f-fd03ecdda303,
18cdbf8c-3ca0-2636-d705-0b6ecdae60d6,"Developing a collaborative editing platform for information about companies' behaviour with respect to their society, environment",delivering a web service,wikirate.org,"sustainability, consumption behaviour","open access, open democracy, awareness networks","Better information for all stakeholders in companies, including their consumers and suppliers.","open data, open knowledge, open networks","wagn, crowdsourcing, collaborative editing",ec16a079-e680-ecf3-2dd6-7d18da4f6262,
6e9e0fdc-4cef-bdd9-215c-3b7e4dffe479,AVO2,research project,,"work and employment, neighbourhood regeneration, education and skills, participation and democracy","open access, open democracy",,open networks,"open source, open data, social media, online learning models and moocs",645df159-6203-25b1-ea7d-f6493b51bec3,12/1/2014
920bef93-8a78-a479-183c-0590031d7fac,CITI-SENSE,research project,,"energy and environment, neighbourhood regeneration, science, participation and democracy, health and wellbeing","open democracy, awareness networks",Development of sensor-based Citizen's Observatory Community for improving quality of life in cities.,"open networks, open knowledge, open data","crowdmapping, social media, social networks, geotagging, mobile apps, sensors and internet of things, crowdsourcing, personal monitoring, open data, big data",7b8e2601-37b1-a109-371f-8ea5bda9f11f,
ee699bb1-712b-8d04-5445-617f6743f24a,AccessArt Distance Learning and Online Tutorial,delivering a web service,,"culture and arts, participation and democracy, education and skills",open access,"Increase in accessibility of learning in the visual arts in niche skill sets, and growth in confidence of participants through feedback",open knowledge,"online peer support, personal monitoring, crowdsourcing, online learning models and moocs",570a19ca-8d34-a105-6141-19a44a63194d,
